full_part_number,section,subsection,position_details
D1M01112K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D1M011110K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D1M011110G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D1M0112100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D1M0112400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D1M01122K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D1M011210K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D1M011210G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D1M0114100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D1M0114400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D1M01142K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D1M011410K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D1M011410G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D1M0211100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D1M0211400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D1M02112K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D1M021110K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D1M021110G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D1M0212100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D1M0212400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D1M02122K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D1M021210K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D1M021210G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D1M0214100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D1M0214400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D1M02142K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D1M021410K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D1M021410G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D1M0411100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D1M0411400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D1M04112K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D1M041110K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D1M041110G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D1M0412100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D1M0412400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D1M04122K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D1M041210K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D1M041210G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D1M0414100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D1M0414400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D1M04142K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D1M041410K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D1M041410G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D1F0111100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D1F0111400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D1F01112K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D1F011110K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D1F011110G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D1F0112100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D1F0112400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D1F01122K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D1F011210K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D1F011210G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D1F0114100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D1F0114400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D1F01142K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D1F011410K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D1F011410G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D1F0211100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D1F0211400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D1F02112K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D1F021110K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D1F021110G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D1F0212100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D1F0212400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D1F02122K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D1F021210K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D1F021210G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D1F0214100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D1F0214400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D1F02142K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D1F021410K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D1F021410G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D1F0411100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D1F0411400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D1F04112K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D1F041110K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D1F041110G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D1F0412100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D1F0412400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D1F04122K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D1F041210K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D1F041210G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D1F0414100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D1F0414400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D1F04142K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D1F041410K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D1F041410G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D1): 20 to 24 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D2M0111100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D2M0111400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D2M01112K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D2M011110K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D2M011110G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
